 Dakota,Shannon County,5,13014,6475,6539,1509,746,763,2815,1436,1379,1394,729,665,1579,779,800,7980,3929,4051,7296,3564,3732,5838,2931,2907,629,293,336,34,6,28
46115,2,4,South Dakota,Spink County,5,7077,3666,3411,370,185,185,852,444,408,486,264,222,570,350,220,5626,2911,2715,5369,2773,2596,2592,1430,1162,1389,625,764,210,70,140
46117,2,4,South Dakota,Stanley County,5,2730,1371,1359,146,82,64,372,194,178,199,113,86,244,124,120,2107,1040,1067,2013,982,1031,1090,541,549,292,136,156,35,8,27
46119,2,4,South Dako
