",
"DP03",17.3,,,,,,
"DP03",17.5,"COMMUTING TO WORK",,,,,
"DP03",18.0,"Workers 16 years and over","337,314","3,941","338,336","3,766",
"DP03",19.0,"Car, truck, or van -- drove alone","78.7%","0.7","80.3%","0.8",
"DP03",20.0,"Car, truck, or van -- carpooled","8.0%","0.7","7.0%","0.5",
"DP03",21.0,"Public transportation (excluding taxicab)","5.4%","0.5","4.6%","0.3",
"DP03",22.0,"Walked","2.0%","0.3","2.3%","0.4",
"DP03",23.0,"Other means","1.5%","0.3","1.2%","0.2",
"DP03",24.0,"Worked at home","4.4%","0.4","
