2-17,46 ,28 ,3 ,- ,4 ,2 ,- ,4 ,2 ,4 
NUMBER OF OWN CHILDREN 6-11 YEARS,,,,,,,,,,
.Without own children 6-11,"3,285 ","1,569 ",82 ,95 ,16 ,506 ,19 ,374 ,15 ,607 
.One own child 6-11,771 ,516 ,21 ,25 ,6 ,130 ,18 ,31 ,3 ,20 
.Two own children 6-11,268 ,186 ,9 ,16 ,- ,37 ,3 ,10 ,- ,6 
.Three or more own children 6-11,52 ,28 ,5 ,2 ,2 ,3 ,2 ,3 ,- ,6 
NUMBER OF OWN CHILDREN UNDER 6 YEARS,,,,,,,,,,
.Without own children under 6,"3,424 ","1,742 ",87 ,103 ,15 ,439 ,31 ,378 ,17 ,614 
.One own child under 6,680 ,418 ,2
