,960,0,0,0,0,960,31
,,,RBOB for Blending with Ether,38,0,0,0,0,38,1
,,,RBOB for Blending with Alcohol,"2,341",0,0,0,0,"2,341",76
,,Conventional,,"10,001",0,"1,458",0,895,"12,354",399
,,,CBOB for Blending with Alcohol,0,0,0,0,195,195,6
,,,GTAB,"4,263",0,0,0,0,"4,263",138
,,,Other,"5,738",0,"1,458",0,700,"7,896",255
,Aviation Gasoline Blending Components,,,0,0,0,0,0,0,0
Finished Petroleum Products,,,,"46,591",690,"10,772",321,"3,751","62,125","2,004"
,Finished Motor Gasoline,,,"15,295",94,"1,039",0,3
