W FRANKFORT,ANDERSON,KY,38.09,-85,(LMK)
2037,175,FRANKFORT,FRANKLIN,KY,38.19,-84.87,TORRENTIAL RAIN ALSO (LMK)
2050,75,STONE MOUNTAIN,DEKALB,GA,33.8,-84.17,(FFC)
2055,275,VERSAILLES,WOODFORD,KY,38.05,-84.73,(LMK)
2058,175,LEXINGTON,FAYETTE,KY,38.04,-84.46,(LMK)
2109,75,FISHTRAP LAKE,PIKE,KY,37.43,-82.37,HAIL FELL ON POWELL STREET IN MILLARD NEAR FISHTRAP DAM. (JKL)
2125,75,GREENLAND,ROCKINGHAM,NH,43.04,-70.83,(GYX)
2143,100,3 E STILLWELL,EFFINGHAM,GA,32.38,-81.2,QUARTER SIZE HAIL FELL FOR 10 MINUTES. HAIL C
