6,307,307
.Bellevue city,Washington,"112,894","112,748","112,595","112,638","109,569"
.Black Diamond city,Washington,"3,961","3,979","3,969","3,970","3,970"
.Bothell city (pt.),Washington,"16,357","16,415","16,221","16,185","16,185"
.Burien city,Washington,"31,448","31,672","31,820","31,881","31,881"
.Carnation city,Washington,"1,864","1,881","1,890","1,893","1,893"
.Clyde Hill city,Washington,"2,917","2,916","2,894","2,890","2,890"
.Covington city,Washington,"14,407","13,849","13,788","13,783","13,783"
.De
