018","2,017","2,016","2,016","2,016"
Sheridan County,North Dakota,922,923,924,924,924
Sioux County,North Dakota,"1,235","1,227","1,218","1,216","1,216"
Slope County,North Dakota,452,452,451,451,451
Stark County,North Dakota,"9,824","9,769","9,731","9,722","9,722"
Steele County,North Dakota,"1,229","1,231","1,231","1,231","1,231"
Stutsman County,North Dakota,"9,849","9,857","9,825","9,817","9,817"
Towner County,North Dakota,"1,556","1,557","1,558","1,558","1,558"
Traill County,North Dakota,"3,702","3,706","3
