"43,729","43,729"
.35 to 39 years,"46,036","46,454","47,357","48,866","50,321","51,682","53,126","53,346","53,346"
.40 to 44 years,"53,522","55,164","55,954","56,377","56,452","56,356","55,734","55,605","55,605"
.45 to 49 years,"57,438","56,966","56,375","55,885","54,589","53,165","52,001","51,682","51,682"
.50 to 54 years,"53,672","52,605","51,542","50,156","49,041","48,634","45,563","45,134","45,134"
.55 to 59 years,"48,752","45,735","43,391","41,206","39,189","35,915","34,874","34,668","34,668"
.60
