TAGE OF HOUSEHOLD INCOME",,,,,
"DP04",106.0,"Owner-occupied units","27,744","1,150","25,826","956",
"DP04",107.0,"Housing unit with a mortgage","14,569","1,046","13,357","933",
"DP04",108.0,"Less than 20.0 percent","27.6%","2.9","19.0%","2.2","*"
"DP04",109.0,"20.0 to 24.9 percent","4.1%","1.0","10.5%","1.8","*"
"DP04",110.0,"25.0 to 29.9 percent","6.1%","1.5","5.5%","1.3",
"DP04",111.0,"30.0 to 34.9 percent","3.0%","1.1","3.7%","1.2",
"DP04",112.0,"35.0 percent or more","11.8%","2.1","13.0%","1.9",
"DP04",
