ounty,North Dakota,"1,860","1,859","1,854","1,853","1,853"
McKenzie County,North Dakota,"2,741","2,734","2,722","2,719","2,719"
McLean County,North Dakota,"5,267","5,264","5,264","5,264","5,264"
Mercer County,North Dakota,"4,433","4,419","4,405","4,402","4,402"
Morton County,North Dakota,"10,777","10,699","10,610","10,587","10,587"
Mountrail County,North Dakota,"3,435","3,439","3,438","3,438","3,438"
Nelson County,North Dakota,"2,015","2,008","2,013","2,014","2,014"
Oliver County,North Dakota,898,901,903,90
