.1","0.2%","0.1",
"DP02",133.0,"Irish","4.3%","0.4","5.2%","0.4","*"
"DP02",134.0,"Italian","1.1%","0.2","1.7%","0.2","*"
"DP02",135.0,"Lithuanian","0.1%","0.1","0.1%","0.1",
"DP02",136.0,"Norwegian","0.2%","0.1","0.3%","0.1",
"DP02",137.0,"Polish","0.6%","0.1","1.0%","0.1","*"
"DP02",138.0,"Portuguese","0.1%","0.1","0.1%","0.1",
"DP02",139.0,"Russian","0.3%","0.1","1.2%","0.3","*"
"DP02",140.0,"Scotch-Irish","1.4%","0.2","1.8%","0.2",
"DP02",141.0,"Scottish","1.0%","0.2","1.5%","0.2","*"
"DP02",142.0,"Slov
