 "",            "",            "",
  "46",             7,            -2,         "(*)",             6,             2,         "(*)",            -1,           -33,
  "47",             0,             0,             0,             0,             0,             0,             0,           -31,
  "48",             0,             0,             0,             5,             0,             0,             0,             0,
  "49",             7,            -2,         "(*)",             1,             2,       
