)
0040,100,9 NNE ARNOLD,CUSTER,NE,41.54,-100.13,(LBF)
0118,100,LITCHFIELD,SHERMAN,NE,41.16,-99.15,(GID)
0126,100,8 WNW KEARNEY,BUFFALO,NE,40.74,-99.23,52 MPH MEASURED WIND GUST WITH THE QUARTER SIZE HAIL (GID)
0130,75,TALMOON,ITASCA,MN,47.6,-93.77,(DLH)
0132,75,WIRT,NORTHWEST ITASCA,MN,47.73,-93.96,(DLH)
0155,75,ISABELLA,LAKE,MN,47.62,-91.36,(DLH)
0228,100,KELLIHER,BELTRAMI,MN,47.94,-94.45,(FGF)
0305,100,3 W SQUAW LAKE,ITASCA,MN,47.63,-94.21,(DLH)
0308,100,15 NNW NASHWAUK,ITASCA,MN,47.58,-93.29,COVERING GRO
