4,17,72,101,88,242,156,236,166,209
..High School,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         
...Public,"4,110",136,83,73,303,377,338,829,578,475,242,676
...Private,460,4,2,        -,17,51,15,60,57,73,73,107
..Enrolled in college,41,1,        -,        -,        -,        -,        -,9,5,8,        -,19
..Not enrolled,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,   
