7,422","47,422"
.15 to 19 years,"46,113","46,521","46,514","46,670","46,288","46,017","46,034","45,823","45,823"
.20 to 24 years,"41,888","42,764","41,506","40,902","39,310","37,660","35,299","34,934","34,934"
.25 to 29 years,"38,362","36,014","35,187","34,262","33,746","33,774","35,107","35,381","35,381"
.30 to 34 years,"36,891","38,702","40,418","41,104","41,795","42,074","41,937","41,937","41,937"
.35 to 39 years,"44,475","44,625","45,172","46,685","48,067","49,410","50,586","50,803","50,803"
.40 t
