COAST,FLAGLER,FL,29.57,-81.21,I INCH HAIL REPORTED AT EATHEN ALLEN AND EATON DRIVE IN PALM COAST. RAINFALL IN ONE HOUR THREE AND ONE QUARTER INCHES. (JAX)
1845,100,1 W FORD,FORD,KS,37.64,-99.77,(DDC)
1848,75,6 SSE JETMORE,HODGEMAN,KS,38,-99.85,(DDC)
1853,88,MOUNT HOPE,SEDGWICK,KS,37.87,-97.66,(ICT)
1854,88,FARMTON,VOLUSIA,FL,28.85,-81.06,VICINTY OF FARMTOWN AND TELL ROADS. REPORT FROM W4CFH (MLB)
1856,175,ANTHONY,HARPER,KS,37.15,-98.03,GOLF BALL SIZE HAIL. (ICT)
1858,100,6 N PROTECTION,COMANCHE,KS,37.29,-99
