N"
"B19037I",5.000,"$15,000 to $19,999","N","N","N","N"
"B19037I",6.000,"$20,000 to $24,999","N","N","N","N"
"B19037I",7.000,"$25,000 to $29,999","N","N","N","N"
"B19037I",8.000,"$30,000 to $34,999","N","N","N","N"
"B19037I",9.000,"$35,000 to $39,999","N","N","N","N"
"B19037I",10.000,"$40,000 to $44,999","N","N","N","N"
"B19037I",11.000,"$45,000 to $49,999","N","N","N","N"
"B19037I",12.000,"$50,000 to $59,999","N","N","N","N"
"B19037I",13.000,"$60,000 to $74,999","N","N","N","N"
"B19037I",14.000,"$75,000 to
