1,533","1,527","1,527"
.Marcus town,Washington,118,119,118,117,117
.Northport town,Washington,333,336,337,336,336
.Springdale town,Washington,283,285,284,283,283
.Balance of Stevens County,Washington,"31,120","31,011","30,780","30,629","30,629"
Thurston County,Washington,"217,641","212,831","208,367","207,355","207,355"
.Bucoda town,Washington,636,631,628,628,628
.Lacey city,Washington,"32,418","31,846","31,338","31,226","31,226"
.Olympia city,Washington,"43,519","43,052","42,607","42,514","42,514"
.Rainier
