percent","12,246","+/-1,604","6.4","+/-0.8"
"DP04",112.0,"35.0 percent or more","36,829","+/-2,757","19.1","+/-1.4"
"DP04",113.0,"Not computed","751","+/-455","100","(X)"
"DP04",114.0,"Housing unit without a mortgage","67,812","+/-3,124","100","(X)"
"DP04",115.0,"Less than 10.0 percent","30,337","+/-2,281","15.8","+/-1.2"
"DP04",116.0,"10.0 to 14.9 percent","12,015","+/-1,439","6.2","+/-0.7"
"DP04",117.0,"15.0 to 19.9 percent","8,011","+/-1,181","4.2","+/-0.6"
"DP04",118.0,"20.0 to 24.9 percent","4,843","+/
