 16 years and over","40,925","1,218","36,182","1,208","*"
"DP03",19.0,"Car, truck, or van -- drove alone","83.7%","2.1","84.5%","2.8",
"DP03",20.0,"Car, truck, or van -- carpooled","9.9%","1.8","11.3%","2.4",
"DP03",21.0,"Public transportation (excluding taxicab)","0.7%","0.4","0.3%","0.2",
"DP03",22.0,"Walked","1.9%","0.7","1.8%","1.0",
"DP03",23.0,"Other means","0.9%","0.4","0.7%","0.5",
"DP03",24.0,"Worked at home","2.9%","0.8","1.4%","0.6",
"DP03",24.3,,,,,,
"DP03",25.0,"Mean travel time to work (minute
