lallam County,Washington,"66,302","65,304","64,673","64,525","64,525"
.Forks city,Washington,"3,163","3,141","3,135","3,134","3,120"
.Port Angeles city,Washington,"18,425","18,321","18,380","18,397","18,397"
.Sequim city,Washington,"4,581","4,476","4,387","4,366","4,334"
.Balance of Clallam County,Washington,"40,133","39,366","38,771","38,628","38,674"
Clark County,Washington,"370,236","359,337","347,590","345,238","345,238"
.Battle Ground city,Washington,"9,900","9,667","9,404","9,354","9,296"
.Camas city,
