700","100","(X)"
"DP02",78.0,"Same house","324,699","+/-4,664","86.4","+/-1.3"
"DP02",79.0,"Different house in the U.S.","50,283","+/-4,788","13.4","+/-1.3"
"DP02",80.0,"Same county","25,280","+/-3,785","6.7","+/-1.0"
"DP02",81.0,"Different county","25,003","+/-3,291","6.7","+/-0.9"
"DP02",82.0,"Same state","20,867","+/-2,962","5.6","+/-0.8"
"DP02",83.0,"Different state","4,136","+/-1,142","1.1","+/-0.3"
"DP02",84.0,"Abroad","747","+/-337","0.2","+/-0.1"
"DP02",84.3,,,,,
"DP02",84.5,"PLACE OF BIRTH",,,,
"DP
