7","+/-0.7"
"DP02",23.3,,,,,
"DP02",23.5,"MARITAL STATUS",,,,
"DP02",24.0,"Males 15 years and over","49,675","+/-3,447","100","(X)"
"DP02",25.0,"Never married","12,168","+/-1,751","24.5","+/-2.8"
"DP02",26.0,"Now married, except separated","29,140","+/-2,131","58.7","+/-4.1"
"DP02",27.0,"Separated","1,321","+/-762","2.7","+/-1.5"
"DP02",28.0,"Widowed","1,432","+/-901","2.9","+/-1.8"
"DP02",29.0,"Divorced","5,614","+/-1,661","11.3","+/-3.0"
"DP02",29.3,,,,,
"DP02",30.0,"Females 15 years and over","58,707","+
