%","0.6",
"DP02",91.3,,,,,,
"DP02",91.5,"U.S. CITIZENSHIP STATUS",,,,,
"DP02",92.0,"Foreign-born population","13,292","1,299","12,677","1,146",
"DP02",93.0,"Naturalized U.S. citizen","32.7%","5.0","51.0%","5.8","*"
"DP02",94.0,"Not a U.S. citizen","67.3%","5.0","49.0%","5.8","*"
"DP02",94.3,,,,,,
"DP02",94.5,"YEAR OF ENTRY",,,,,
"DP02",95.0,"Population born outside the United States","14,002","1,334","14,512","1,422",
"DP02",95.3,,,,,,
"DP02",96.0,"Native","710","351","1,835","531","*"
"DP02",97.0,"Entered 
