56,"Not living alone",,,"3.0","+/-0.4"
"001","Total population",57,"Average household size",,,"2.53","+/-0.03"
"001","Total population",58,"Average family size",,,"3.21","+/-0.06"
"001","Total population",59,"Population 15 years and over",,,"776,313","+/-449"
"001","Total population",60,"Now married, except separated",,,"46.3","+/-1.1"
"001","Total population",61,"Widowed",,,"6.3","+/-0.4"
"001","Total population",62,"Divorced",,,"12.3","+/-0.7"
"001","Total population",63,"Separated",,,"2.1","+/-0.3"
"001"
