Percent distribution of people who speak a language other than English at home",,,,,,,
"S1603",0.7,,"Total","Margin of Error","People who speak only English at home","Margin of Error","Total","Margin of Error","Spanish or Spanish Creole","Margin of Error",,,,
"S1603",1.0,"Total population 5 years and over","191,470","+/-11,366","126,918","+/-8,262","64,552","+/-7,955","15,903","+/-4,623",,,,
"S1603",1.5,"AGE",,,,,,,,,,,,
"S1603",2.0,"5 to 17 years","18.0","+/-1.6","19.5","+/-2.2","15.0","+/-2.6","24.3","+/-
