,R12,R12,R12,R13,R12,R12,R20,R20,R22,R28,R38,42,250,2,600,26
Large,"San Bernardino-Riverside, CA",R6,R12,R39,R49,R49,R49,R43,R46,R50,R53,R62,R60,68,58,36,"1,033",15
Large,"San Diego, CA",R12,R23,R68,R62,R65,R63,R63,R64,R68,R81,R78,R96,112,78,28,833,23
Very large,"San Francisco-Oakland, CA",R67,R130,R220,R175,R170,R179,R158,R198,R201,R186,R213,R223,270,71,30,303,46
Large,"San Jose, CA",R22,R45,R93,R82,R65,R61,R61,R67,R67,R63,R72,R83,89,46,45,305,45
Large,"Seattle-Everett, WA",R22,R38,R72,R92,R97,R90,R93
