        4","      92","     15.0 to 19.9 percent","         9,930","  11.4%","         7,337","   9.0%","- 2.4%","+/-3.8%","no"
"        4","      93","     20.0 to 24.9 percent","         6,782","   7.8%","         7,846","   9.6%","   1.8%","+/-3.6%","no"
"        4","      94","     25.0 to 29.9 percent","         5,494","   6.3%","         2,363","   2.9%","- 3.4%","+/-2.8%","yes"
"        4","      95","     30.0 to 34.9 percent","         6,410","   7.3%","         4,277","   5.3%","- 2.0%","+/-4.0
