0US3406","1"," 34","           962","             0","         2,131"
"50000US3406","1"," 35","         4,177","         1,545","         6,809"
"50000US3406","1"," 36","             0","             0","           535"
"50000US3406","1"," 37","             N","             N","             N"
"50000US3406","1"," 38","             N","             N","             N"
"50000US3406","1"," 39","             N","             N","             N"
"50000US3406","1"," 40","             N","             N","  
