05003G",15.000,"Native","N","N","N","N"
"B05003G",16.000,"Foreign born:","N","N","N","N"
"B05003G",17.000,"Naturalized U.S. citizen","N","N","N","N"
"B05003G",18.000,"Not a U.S. citizen","N","N","N","N"
"B05003G",19.000,"18 years and over:","N","N","N","N"
"B05003G",20.000,"Native","N","N","N","N"
"B05003G",21.000,"Foreign born:","N","N","N","N"
"B05003G",22.000,"Naturalized U.S. citizen","N","N","N","N"
"B05003G",23.000,"Not a U.S. citizen","N","N","N","N"
"B05003H",.,"SEX BY AGE BY CITIZENSHIP STATUS (WHI
