1"
"451","White alone, not Hispanic or Latino",19,"21 years and over","71.5","+/-0.3","79.1","+/-0.3"
"451","White alone, not Hispanic or Latino",20,"62 years and over","17.8","+/-0.2","24.7","+/-0.3"
"451","White alone, not Hispanic or Latino",21,"65 years and over","14.8","+/-0.1","20.6","+/-0.1"
"451","White alone, not Hispanic or Latino",22,"Under 18 years","229,964","+/-192","92,732","+/-784"
"451","White alone, not Hispanic or Latino",23,"Male","51.1","+/-0.3","51.3","+/-0.4"
"451","White alone, not H
