 alone, not Hispanic or Latino",171,"Public transportation (excluding taxicab)","2.3","+/-0.5","1.7","+/-0.4"
"451","White alone, not Hispanic or Latino",172,"Walked","2.8","+/-0.5","2.5","+/-0.6"
"451","White alone, not Hispanic or Latino",173,"Other means","2.9","+/-0.5","2.4","+/-0.5"
"451","White alone, not Hispanic or Latino",174,"Worked at home","4.7","+/-0.5","5.3","+/-0.7"
"451","White alone, not Hispanic or Latino",175,"Mean travel time to work (minutes)","24.0","+/-0.5","23.9","+/-0.6"
"451","Whit
