"+/-1,082","1,383","3,547"
"B02006",16.000,"Thai","3,653","+/-1,243","2,410","4,896"
"B02006",17.000,"Vietnamese","39,434","+/-5,903","33,531","45,337"
"B02006",18.000,"Other Asian","7,990","+/-2,109","5,881","10,099"
"B02006",19.000,"Other Asian, not specified","4,406","+/-1,573","2,833","5,979"
"B02007",.,"NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE BY SELECTED GROUPS",,,,
"B02007",.,"Universe:  Total Native Hawaiian and Other Pacific Islander alone population",,,,
"B02007",1.000,"Total:","N","N","N"
