 -10348,        -11353,        -12599,        -14158,        -15674,        -15771,
  "22",          -139,           -87,           -57,           -54,           -47,           -57,           -70,           -72,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "23",         -3554,         -3692,         -3914,         -4319,         -4670,         -4904,         -5718,         -6135,
  "24",          -227,          -260,   
