30.6","+/-5.6"
"001","Total population",256,"Related children 5 to 17 years",,,"22.7","+/-3.0"
"001","Total population",257,"18 years and over",,,"15.7","+/-1.2"
"001","Total population",258,"18 to 64 years",,,"16.6","+/-1.3"
"001","Total population",259,"65 years and over",,,"12.2","+/-1.9"
"001","Total population",260,"People in families",,,"14.4","+/-1.7"
"001","Total population",261,"Unrelated individuals 15 years and over",,,"32.5","+/-2.4"
"001","Total population",262,"Occupied housing units",,,"270,9
