01","33,483","33,362","33,362"
.Cle Elum city,Washington,"1,792","1,729","1,753","1,755","1,755"
.Ellensburg city,Washington,"15,767","15,660","15,459","15,412","15,414"
.Kittitas city,Washington,"1,101","1,098","1,106","1,105","1,105"
.Roslyn city,Washington,994,999,"1,015","1,017","1,017"
.South Cle Elum town,Washington,459,457,458,457,457
.Balance of Kittitas County,Washington,"14,257","13,858","13,692","13,616","13,614"
Klickitat County,Washington,"19,381","19,301","19,236","19,161","19,161"
.Bingen cit
