","14,819","+/-5,191","9,628","20,010"
"C04006",.,"PEOPLE REPORTING ANCESTRY",,,,
"C04006",.,"Universe: Total population",,,,
"C04006",1.000,"Total:","108,951","+/-6,147","102,804","115,098"
"C04006",2.000,"American","2,055","+/-858","1,197","2,913"
"C04006",3.000,"Arab","334","+/-342","0","676"
"C04006",4.000,"British","216","+/-345","0","561"
"C04006",5.000,"Czech","305","+/-289","16","594"
"C04006",6.000,"Danish","225","+/-171","54","396"
"C04006",7.000,"Dutch","457","+/-269","188","726"
"C04006",8.000,"
