","Latin America:",37,"Population in households","784,650","+/-8,105","66,574","+/-4,948"
"687","Latin America:",38,"Householder or spouse","57.0","+/-0.8","61.4","+/-4.7"
"687","Latin America:",39,"Child","29.7","+/-0.8","17.9","+/-4.2"
"687","Latin America:",40,"Other relatives","6.8","+/-0.7","12.8","+/-3.8"
"687","Latin America:",41,"Nonrelatives","6.6","+/-0.6","7.9","+/-2.4"
"687","Latin America:",42,"Unmarried partner","2.6","+/-0.3","2.9","+/-1.4"
"687","Latin America:",43,"Households","295,789","+/
