 -312,
  "30",          -214,          -206,          -214,          -256,          -268,          -319,          -309,          -312,
  "31",           -72,           -67,           -48,           -66,           -63,           -94,           -76,           -84,
  "32",          -112,          -111,          -131,          -134,          -140,          -154,          -159,          -163,
  "33",           -31,           -28,           -35,           -57,           -65,           -71,           -74,     
