0US3412","1"," 34","           276","             0","           729"
"50000US3412","1"," 35","         3,645","         1,175","         6,115"
"50000US3412","1"," 36","             0","             0","           535"
"50000US3412","1"," 37","             N","             N","             N"
"50000US3412","1"," 38","             N","             N","             N"
"50000US3412","1"," 39","             N","             N","             N"
"50000US3412","1"," 40","             N","             N","  
