ars,65-74 years,75+ years,
ALL HOUSEHOLDS,,,,,,,,,,,,,
.TOTAL,"2,451 ",39 ,211 ,198 ,256 ,272 ,290 ,267 ,225 ,310 ,218 ,165 ,45.8 
..Married Couple,691 ,- ,13 ,27 ,72 ,103 ,98 ,91 ,101 ,87 ,70 ,29 ,48.0 
..Male Householder,523 ,17 ,74 ,49 ,46 ,53 ,59 ,51 ,33 ,70 ,45 ,25 ,43.2 
..Female Householder,"1,237 ",22 ,125 ,122 ,138 ,116 ,133 ,125 ,91 ,152 ,103 ,110 ,45.7 
.FAMILY HOUSEHOLDS,,,,,,,,,,,,,
..TOTAL,"1,555 ",26 ,118 ,135 ,183 ,210 ,214 ,181 ,160 ,157 ,106 ,67 ,43.8 
...Married Couple,691 ,- ,13 ,27 ,72 
