362"
.Mukilteo city,Washington,"18,951","18,570","18,120","18,019","18,019"
.Snohomish city,Washington,"8,535","8,576","8,506","8,494","8,494"
.Stanwood city,Washington,"4,328","4,130","3,962","3,922","3,923"
.Sultan city,Washington,"3,591","3,495","3,382","3,356","3,344"
.Woodway city,Washington,"1,079","1,022",953,936,936
.Balance of Snohomish County,Washington,"303,838","298,299","289,240","287,215","291,385"
Spokane County,Washington,"427,506","423,037","418,712","417,939","417,939"
.Airway Heights city
