2","113","         3,120","           552","         5,688"
"50000US4818","2","114","         3,826","         1,799","         5,853"
"50000US4818","2","115","         5,286","         3,388","         7,184"
"50000US4818","2","116","           128","             0","           342"
"50000US4818","2","117","         3,671","         1,697","         5,645"
"50000US4818","2","118","         1,620","           783","         2,457"
"50000US4818","2","119","           354","             0","           7
