2","113","           980","            55","         1,905"
"50000US4809","2","114","        17,884","        12,955","        22,813"
"50000US4809","2","115","         9,261","         6,256","        12,266"
"50000US4809","2","116","             0","             0","           540"
"50000US4809","2","117","         2,408","           836","         3,980"
"50000US4809","2","118","         5,435","         3,131","         7,739"
"50000US4809","2","119","           556","             3","         1,1
