asins/sc/indian/1997/q2/,inq21997.tgz,990356.nc,19970506,-32.9650,74.0950,0.700000,836.100,7.65000,19.9600,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,990357.nc,19970507,-32.9600,75.8633,0.700000,836.100,7.87000,20.3700,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,990358.nc,19970507,-32.9400,77.6050,0.700000,836.100,7.54000,19.7800,,
woce-uot,./data/basins/sc/indian/1997/q2/,inq21997.tgz,990359.nc,19970507,-32.9967,79.1733,0.700000,836.100,7.01000,19.9900,,
woce-uot,./data/basins/sc
