1",          -946,          -978,         -1017,         -1064,         -1087,         -1080,         -1267,         -1690,
  "22",          -387,          -357,          -326,          -296,          -258,          -177,          -205,          -232,
    "",            "",            "",            "",            "",            "",            "",            "",            "",
  "23",          -380,          -425,          -479,          -522,          -550,          -600,          -678,         -1070,
