",80.000,"$10,000 to $12,499","6,616","+/-1,224","5,392","7,840"
"B20005",81.000,"$12,500 to $14,999","2,498","+/-740","1,758","3,238"
"B20005",82.000,"$15,000 to $17,499","4,680","+/-964","3,716","5,644"
"B20005",83.000,"$17,500 to $19,999","2,164","+/-764","1,400","2,928"
"B20005",84.000,"$20,000 to $22,499","4,081","+/-975","3,106","5,056"
"B20005",85.000,"$22,500 to $24,999","2,390","+/-810","1,580","3,200"
"B20005",86.000,"$25,000 to $29,999","4,010","+/-984","3,026","4,994"
"B20005",87.000,"$30,000 to
