     3","      98","NUMBER BELOW POVERTY IN THE PAST 12 MONTHS"," "," "," "," "," "," "," "
"        3","      98","     Families","        79,191","   100%","        82,382","   100%","         3,191","+/-14,708","no"
"        3","      99","With related children under 18 years","        58,701","  74.1%","        60,749","  73.7%","- 0.4%","+/-10.1%","no"
"        3","     100","     With related children under 5 years only","        11,251","  14.2%","         6,545","   7.9%","- 6.3%","+/-5.9%","yes"
