157,1557,1,156,0,0,0
Mesa,9/27,195,7285,IAD,"Washington, DC",SPI,"Springfield, IL",4,1640,1732,52,2047,101,2128,2,1739,2130,231,657,0,0,0,231,0
American,9/25,194,872,DFW,"Dallas/Ft.Worth, TX",BOS,"Boston, MA",2,1145,1141,-4,1455,193,1908,7,1625,1915,170,1562,0,170,0,0,0
US Airways,9/27,194,715,PHL,"Philadelphia, PA",LAX,"Los Angeles, CA",4,1820,1828,8,2142,316,2358,8,2125,6,161,2401,8,153,0,0,0
American,9/27,193,849,PHL,"Philadelphia, PA",ORD,"Chicago, IL",4,1735,1903,88,2216,108,2304,8,1900,2312,252,67
