001",61.000,"60 to 64 years","N","N","N","N"
"B07001",62.000,"65 to 69 years","N","N","N","N"
"B07001",63.000,"70 to 74 years","N","N","N","N"
"B07001",64.000,"75 years and over","N","N","N","N"
"B07001",65.000,"Moved from different state:","N","N","N","N"
"B07001",66.000,"1 to 4 years","N","N","N","N"
"B07001",67.000,"5 to 17 years","N","N","N","N"
"B07001",68.000,"18 and 19 years","N","N","N","N"
"B07001",69.000,"20 to 24 years","N","N","N","N"
"B07001",70.000,"25 to 29 years","N","N","N","N"
"B07001",71.
