"1,274,923","1,274,923"
.Under 5 years,"70,245","70,333","70,043","69,821","69,610","70,075","70,668","70,726","70,726"
.5 to 9 years,"72,551","73,352","74,655","75,936","77,781","80,065","82,583","83,022","83,022"
.10 to 14 years,"82,259","84,921","88,138","90,215","91,493","92,035","92,507","92,252","92,252"
.15 to 19 years,"90,062","90,717","90,619","90,879","90,112","89,807","89,791","89,485","89,485"
.20 to 24 years,"81,620","82,895","81,455","80,250","77,506","74,205","70,349","69,656","69,656"
