F",8.000,"Bachelor's degree","N","N","N","N"
"B15002F",9.000,"Graduate degree","N","N","N","N"
"B15002F",10.000,"Female:","N","N","N","N"
"B15002F",11.000,"Less than 9th grade","N","N","N","N"
"B15002F",12.000,"9th to 12th grade, no diploma","N","N","N","N"
"B15002F",13.000,"High school graduate (includes equivalency)","N","N","N","N"
"B15002F",14.000,"Some college, no degree","N","N","N","N"
"B15002F",15.000,"Associate's degree","N","N","N","N"
"B15002F",16.000,"Bachelor's degree","N","N","N","N"
"B15002F"
