182,462","183,272","187,497","188,419","188,413"
.5 to 9 years,"180,254","184,323","189,122","193,428","200,933","202,608","202,603"
.10 to 14 years,"196,959","201,854","204,859","205,650","209,917","210,551","210,547"
.15 to 19 years,"210,246","211,617","214,683","219,356","225,135","226,429","226,420"
.20 to 24 years,"228,543","229,497","226,959","219,893","207,015","203,665","203,663"
.25 to 29 years,"191,783","181,632","174,717","173,600","176,608","177,261","177,259"
.30 to 34 years,"177,365","18
