nt","Margin of Error"
"DP05",0.8,"SEX AND AGE",,,,
"DP05",1.0,"Total population","141,257","+/-8,687","100","(X)"
"DP05",2.0,"Male","67,572","+/-4,851","47.8","+/-1.8"
"DP05",3.0,"Female","73,685","+/-5,256","52.2","+/-1.8"
"DP05",3.3,,,,,
"DP05",4.0,"Under 5 years","7,816","+/-1,664","5.5","+/-1.1"
"DP05",5.0,"5 to 9 years","13,222","+/-2,836","9.4","+/-1.7"
"DP05",6.0,"10 to 14 years","11,837","+/-1,744","8.4","+/-1.1"
"DP05",7.0,"15 to 19 years","11,541","+/-1,473","8.2","+/-1.0"
"DP05",8.0,"20 to 24 yea
