"
"001","Total population",176,"Civilian employed population 16 years and over",,,"385,343","+/-6,553"
"001","Total population",177,"Management, professional, and related occupations",,,"28.6","+/-1.5"
"001","Total population",178,"Service occupations",,,"20.6","+/-1.2"
"001","Total population",179,"Sales and office occupations",,,"24.7","+/-1.3"
"001","Total population",180,"Farming, fishing, and forestry occupations",,,"0.5","+/-0.2"
"001","Total population",181,"Construction, extraction, maintenance, and
