2",2.000,"Built 2005 or later","6,218,900","+/-1,583,828","4,635,072","7,802,728"
"B25112",3.000,"Built 2000 to 2004","20,023,800","+/-3,349,330","16,674,470","23,373,130"
"B25112",4.000,"Built 1990 to 1999","20,689,200","+/-2,607,380","18,081,820","23,296,580"
"B25112",5.000,"Built 1980 to 1989","20,956,800","+/-2,868,495","18,088,305","23,825,295"
"B25112",6.000,"Built 1970 to 1979","15,644,100","+/-2,350,737","13,293,363","17,994,837"
"B25112",7.000,"Built 1960 to 1969","8,648,800","+/-1,702,395","6,946,
