73","5,962","5,959","5,955"
Export borough,Pennsylvania,856,863,870,875,884,893,895,895
Factoryville borough,Pennsylvania,"1,197","1,170","1,126","1,167","1,177","1,140","1,144","1,144"
Fairchance borough,Pennsylvania,"2,097","2,112","2,126","2,138","2,149","2,171","2,174","2,174"
Fairfield borough,Pennsylvania,511,507,500,494,489,487,486,486
Fairview borough,Pennsylvania,212,213,216,217,219,220,220,220
Falls Creek borough,Pennsylvania,945,957,964,967,974,982,983,983
Fallston borough,Pennsylvania,301
