   2","       5","High school grade (grades 9-12)","        72,041","  21.8%","        77,036","  21.6%","- 0.2%","+/-2.0%","no"
"        2","       6","College or graduate school","        63,712","  19.3%","        71,056","  19.9%","   0.6%","+/-3.5%","no"
"        2","       7"," "," "," "," "," "," "," "," "
"        2","       7","EDUCATIONAL ATTAINMENT"," "," "," "," "," "," "," "
"        2","       7","     Population 25 years and over","       922,760","   100%","       902,446","   100%","   
