,043","+/-6,923","8.2","+/-0.3"
"DP04",58.0,"1 vehicle available","802,833","+/-12,317","40.1","+/-0.6"
"DP04",59.0,"2 vehicles available","737,317","+/-11,015","36.8","+/-0.5"
"DP04",60.0,"3 or more vehicles available","297,888","+/-7,711","14.9","+/-0.4"
"DP04",60.3,,,,,
"DP04",60.5,"HOUSE HEATING FUEL",,,,
"DP04",61.0,"Occupied housing units","2,002,081","+/-11,035","100","(X)"
"DP04",62.0,"Utility gas","42,830","+/-2,858","2.1","+/-0.1"
"DP04",63.0,"Bottled, tank, or LP gas","9,233","+/-1,167","0.5","+/
