112,19,22
.NONFAMILY HOUSEHOLDER,,,,,,,,,,
..Living alone,"8,869",426,685,"2,676","1,595",687,"1,744",680,212,164
..Living with nonrelatives,"2,076",40,123,609,395,163,489,165,45,47
.RELATIVE OF HOUSEHOLDER,,,,,,,,,,
..Spouse,"15,055",437,978,"4,571","2,564","1,228","3,197","1,303",448,329
..Other,"4,536",204,485,"2,055",630,287,662,154,41,19
.NONRELATIVE,,,,,,,,,,
..Nonrelative,"3,053",98,233,"1,174",509,219,625,122,39,34
Footnotes:,,,,,,,,,,
A dash (-) represents zero or rounds to zero.,,,,,,,,,
