1,799",0,0,0,0,915,915,0,0,0,0,0,0,0,0,0,0,0,0,0,733,370,400,"1,503",308,0,0,0,0,0,0,"7,320","71,986",539,61,600
,Qatar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saudi Arabia,,"107,005",0,32,0,0,329,329,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,911",0,0,0,0,0,0,"3,336","110,341",892,28,920
,United Arab Emirates,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Venezuela,,"139,074","1,834",0,"1,514",0,0,0,0,697,697,0,0,0,0,0,0,0,0,0,0
