0US0644","1"," 34","         7,286","         2,968","        11,604"
"50000US0644","1"," 35","           783","           215","         1,351"
"50000US0644","1"," 36","         3,437","           842","         6,032"
"50000US0644","1"," 37","             N","             N","             N"
"50000US0644","1"," 38","             N","             N","             N"
"50000US0644","1"," 39","             N","             N","             N"
"50000US0644","1"," 40","             N","             N","  
