0US0605","1"," 34","        25,368","        14,714","        36,022"
"50000US0605","1"," 35","        25,371","        15,448","        35,294"
"50000US0605","1"," 36","         3,947","           426","         7,468"
"50000US0605","1"," 37","             N","             N","             N"
"50000US0605","1"," 38","             N","             N","             N"
"50000US0605","1"," 39","             N","             N","             N"
"50000US0605","1"," 40","             N","             N","  
