"B17020D",.,"Universe:  Asian alone population for whom poverty status is determined",,,,
"B17020D",1.000,"Total:","N","N","N","N"
"B17020D",2.000,"Income in the past 12 months below poverty level:","N","N","N","N"
"B17020D",3.000,"Under 5 years","N","N","N","N"
"B17020D",4.000,"5 years","N","N","N","N"
"B17020D",5.000,"6 to 11 years","N","N","N","N"
"B17020D",6.000,"12 to 17 years","N","N","N","N"
"B17020D",7.000,"18 to 64 years","N","N","N","N"
"B17020D",8.000,"65 to 74 years","N","N","N","N"
"B17020D",9.
